comentario;nota;data
Vale muuuuito pela vista maravilhosa da Bahia de Todos os Santos.;5.0;ago de 2011
Cabines sem uso e as que funcionavam em má conservação.Fila kilométrica;2.0;mai de 2012
O elevador lacerda é um cartão postal da cidade, mas porém é muito lotado as vezes você têm que pegar fila. No carnaval mesmo é muito cheio.;3.0;fev de 2012
Vista maravilhosa! Incomoda um pouco as pessoas que ficam te acompanhando para venda de souvenirs. A visita ao Mercado é imprescindível!;4.0;jul de 2011
Imponente e reconhecido como um dos ícones mais importantes do turismo de Salvador, o famoso Elevador Lacerda é muito mais do que uma ligação entre a Cidade Alta e a Cidade Baixa pois oferece uma vista privilegiada da Bahia de Todos os Santos. Visitação obrigatória.;5.0;set de 2011
a parte de fora estética esta linda, mas o elevador em si esta precisando de uma reforma, e os funcionarios estavam em greve no dia que visitei e fecharam o elevador mais cedo e nos pegou desprevinidos!;3.0;jun de 2012
"O Elevador Lacerda faz parte da minha vida desde que estudei sobre ele nos livros de história. Além disso, é famoso por ser imponente e bem localizado. Ele atende às necessidades dos usuários de se deslocarem de um nível para outro da cidade e fornece também uma maravilhosa visão de outros pontos turisticos, como por exemplo, o Mercado Modelo e até da Igreja do Bonfim. Milhares de pessoas, inclusive turistas, fazem uso do elevador, ficando assim, responsabilidade de todos de ""manter"" a limpeza do local (usando as lixeiras, cinzeiros etc).Já a realização do me sonho de conhecê-lo pessoalmente, só surgiu em 2002 e de lá para cá outras visitas foram feitas e muitas fotos tiradas desse patrimônio histórico brasileiro.Ro Gonçalves 2012";4.0;jul de 2011
"Subir o elevador Lacerda no fina da tarde pra ver o põr-do-sol na Baia de Todos os Santos tomando um sorvete da sorveteria  ""A Cubana"" que fica bem na saída é muito legal. Mas, não fique até escurecer totalmente pq pode ser perigoso.";4.0;out de 2011
muitos pedintes, gente querendo de vender fitas e  filas mto grandes para usa-lo;2.0;nov de 2011
O elevador é um simbolo em Salvador, pois liga a cidade baixa com a alta, porém esta velho, muito mal conservado.Cobrar o valor R$ 0,25 para cada viagem, sei que é um valor simbólico, porém não deveria estar do jeito que tá.O elevador, deveria ser melhor cuidado, pois esta no ponto turistico da cidade, em frente ao Mercado Modelo e dá acesso a prédio histórico e ao Pelourinho. Muito triste ver ele no estado que esta.;2.0;out de 2011
sou morador de Salvador e mesmo assim ainda me irrito com os ambulantes que circulam pelo Elevador, desanima qualquer turista. A descida ao Comércio é triste pois os predios e casarões parecem esquecidos, encarquilhados e feios.;3.0;jan de 2012
Linda vista da Bahia de Todos os Santos. Belas fotos. Comer na lanchonete é bom e uma vista maravilhosa.;3.0;jun de 2011
Passagem obrigatória pro turista que vai a Salvador. Nada de especial, mas é um dos principais cartões postais da Bahia.;5.0;mai de 2011
O Elevador, como ponto turístico, vale a visita. No entanto o Governo precisa melhorar, e muito a manutenção. O sistema de ventilação está quebrado, apenas dois elevadores estão funcionando. Visitei no Domingo e já tive que esperar um bom tempo, imagino dia de trabalho, quanto milhares de pessoas utilizam o Elevador como meio de transporte. As filas e o calor devem sem terríveis.;3.0;abr de 2012
Os arredores do Elevador Lacerda, principalmente na cidade baixa, não são bonitos, muitos ambulantes, lugar mal cuidado. Mesmo assim, vale a pena. É super barato e prático para ir da cidade alta para baixa.;3.0;jan de 2012
Já usou? Não. E esta vivo ainda? Que bom! Uma vergonha.;2.0;jan de 2012
Uma boa pedida para quem vai ao mercado modelo. Aproveitei para tomar um sorvete na Cubana que fica junto ao elevador. A vista é maravilhosa;4.0;fev de 2012
Achei que a vista do elevador fosse panorâmica!!! é fechado e fétido!;1.0;mar de 2012
descer para o mercado modelo, subir de volta para a cidade alta...e tomar sorvete na chegada;5.0;jul de 2011
visual imperdivel, cartao postal de salvador. da acesso ao mercaddo modelo que é bem legal para compra de souveniers.;4.0;mar de 2012
Engraçado o site ter relacionado uma avaliação para o Elevador Lacerda e não ter relacionado uma avaliação para o Mercado Público. O mercado, assim como o elevador lacerda é um ponto turístico e cultural de extrema relevância e que não pode deixar de ser visita. Até porque descer do elevador lacerda e não dar de cara com a porta do mercado municipal é praticamente impossível.;4.0;abr de 2011
Não gostei. Serve apenas para ligar a cidade alta a cidade baixa, enfrentei uma fila razoável, no geral precisa de uma boa faxina. Nem fotos tirei...;3.0;abr de 2011
Outro ponto turístico de destaque no Pelourinho. Pena ter uma prefeitura tão feia a sua frente que nada tem a ver com a beleza e a história deste lugar magnífico.;5.0;jan de 2012
Muito lindo!! Arquitetura linda demais, o elevador é lindo. Mas, em seu entorno senti falta de policiamento e quando estava lá dentro, um dos elevadores não queria fechar a porta, o que denunciou a falta de preparo dos funcionários e a falta de manutenção da estrutura.;4.0;jan de 2012
deveria ser com vista panoramica, entramos em um quadrado lotado, mal cheiroso e em questao de 2 minutos ja estavamos la em baixo, super sem graça por dentro;2.0;jan de 2012
Não pode faltar ao passeio. As filas são longas mas organizadas. O percurso é rápido e a vista do alto é linda.;5.0;fev de 2012
"A vista da parte alta do elevador Lacerda é simplesmente esplendorosa, indescritível, de tirar o fôlego. Logo ao lado fica a tradicional sorveteria A Cubana, onde o ""dusty muller"" é saborosíssimo e o bolinho pós-sorvete faz parte do enredo; o Palácio Rio Branco, também ao lado, é uma bela construção que vale a visita (se permitida). Pena que manchando o lindo conjunto exista o horripilante prédio da Prefeitura Municipal, pena que existam pedintes e vendedores de bugingangas enchendo o saco o tempo todo, pena que a praça encontra-se invariavelmente suja... Poderia ser uma excelente pedida, vá de táxi!";2.0;jan de 2012
Por apenas alguns centavos de reais você passa da cidade baixa para a cidade alta em  um  elevador incrível, muito legal!;5.0;mar de 2011
Falta climatizar o elevador, afinal cobram ,15 centavos por viagem (subida e descida) tem que investir.;3.0;fev de 2012
Não entrei para ver como era dentro, mas de fora, para fotos com a bahia ao fundo é algo válido.;3.0;dez de 2011
É uma pena que quando da nossa visita estava em manutenção, funcionando precariamente, apenas duas cabines. Filas enormes dispondo de muita paciencia para o serviço.;4.0;dez de 2011
O Elevador Lacerda realmente não tem nada de extraordinário, pois é um elevador comum como qualquer outro.Porém, vale a pena subir e apreciar a vista que realmente é muito bonita. Além do que, na baixa temporada é em média 20 centavos por pessoas para subir ou descer.;4.0;out de 2011
A vista é maravilhosa, a subida tranquila, mas na saída... milhares de vendedores de colares e pedintes.;3.0;mai de 2011
pra quem não conhece é um ponto turístico que não deve passar em branco. Único problema é o tanto de gente querendo te empurrar coisas nessa região devido ao alto volume de turistas.;4.0;jun de 2011
O elevador é uma ideia horrível para ligar as duas partes da cidade, uma fila imensa, um calor e o elevador não permite vista da cidade.;1.0;jan de 2012
o lugar é meio abandonado, meio abafo, bem mais ou menos. a vista é bonitinha. como só custa um real e é um dos cartões postais da cidade, vale a pela ir. é um pouquinho perigoso também, é bom sempre estar atento.;3.0;abr de 2011
O elevador liga a parte alta da cidade histórica à parte baixa da cidade. Do alto do Elevador Lacerda tem-se uma bela vista da Baía de Todos os Santos,do Mercado Modelo e de grande parte da cidade de Salvador.;5.0;nov de 2011
Marco na historia de salvador, lugar imperdivel, porem sujo e sem muita segurança.;5.0;nov de 2011
Por dentro não tem nada de mais. Ambiente velho e deteriorado.;3.0;dez de 2010
esperava que fosse panorãmico, é pago e isso não é bom para os visitantes, em olinda tem um elevador panorâmico e é totalmente de gaça;3.0;nov de 2011
Somente atenção aos horários de maior segurança para a visita ao local.;4.0;dez de 2011
Mal quase obrigatorio para ir da parte alta a parte baixa de Salvador, mal cheiroso, escuro com filas enormes, para descer e para subir. Horrivel!;2.0;dez de 2011
nem todas as cabines funcionam criando filas astronomicas;3.0;dez de 2011
Melhor se limitar a conhecer o Elevador Lacerda de longe, desse modo você pode sair com esse símbolo de Salvador gravado em sua memória apenas no sentido visual. Se você for usar o elevador vai se contaminar um um forte odor de urina, é um mictório público, mal conservado e sujo! E tome cuidado com a abordagem aos turistas na entrada e saída do elevador, os pedintes são pegajosos e insistentes! Recomendo pegar taxi e não usar o elevador, faça esse favor a sua memória olfativa!!!;1.0;ago de 2011
Este é um lugar para ir só para dizer que você foi sobre ele em Salvador. Não é um elevador panorâmico tem uma estrutura precária. Você pode ver um belo pôr-do-sol do topo. Mas isso é só.;3.0;dez de 2012
Em comparação com o resto do bairro colonial ou by, como é conhecido, este elevador que tem quatro elevadores é art déco em estilo e realmente se destaca. Ligar a Cidade Alta e Cidade Baixa que transmite milhares de pessoas por dia e relativamente rápido se todos os elevadores estão a trabalhar.Uma pechincha em R$ 0,15 por cerca de 20 segundos é uma emoção barata viagem e uma das melhores maneiras de obter para cima/baixo as seções da cidade. Salvador é montanhosa e isso poupa uma viagem de táxi ou algum trabalhem - não é o ideal para utilizar o elevador à noite.As vistas fantásticas para Todos os Santos Bay pode ser visto de trás do elevador ou no plaza nas proximidades na Cidade Alta. Como com formas mais práticas para contornar a cidade, pode ser cheia com uma variedade de pessoas.Desfrute da sua experiência!;4.0;fev de 2013
Grande ideia e forma tão barato 15 centavos cada, o elevador que conecta as partes superior e inferior da cidade e leva apenas alguns minutos, uma fantástica vista do topo e apenas uma curta caminhada de pelourinho da parte superior;4.0;jul de 2014
Quando estou pensando em viajar em Salvador, esta é uma das atrações que surgiu como algo para fazer. Uma vez que está próximo ao bairro do Pelourinho, decidimos dar uma olhada. No final, é simplesmente um elevador que leva você a partir da orla até o distrito histórico principal, nada. Em geral, se você estiver na área que você poderia muito bem vê-la, mas não necessariamente fazer uma viagem especial para vê-lo - as vistas do topo são bastante decente da baía.;2.0;jul de 2014
Muito barato (15 centavos) e definitivamente o melhor caminho a pé para ir para baixo da área do Pelourinho até o Mercado e Boat Quay para os vários passeios de barco que estão disponíveis. O guia livros conselhos que você não vá ao longo das estradas, quer à esquerda ou direita como você sair da saída do elevador e eu subscrevo totalmente esta recomendação. Se você quiser tirar fotos se manter dentro de um cinto 50-100 metros do lift saída e certifique-se de que há outros turistas. Se um estrangeiro e só você deixar-se extremamente vulnerável a ataques ainda em plena luz indo a apenas algumas centenas de metros para além deste limite. Nunca sonhei em tentar usar este após 5,30 m de p. e depois só a partir de uma viagem voltando de barco.;3.0;jun de 2014
O elevador leva-o da parte inferior da cidade ( em frente ao big cool abrir mercado local) até o topo histórico lugar, portanto um ganhar ganhar, super barato, e bonitas vistas sobre ... E o prático :);4.0;out de 2013
"O Elevador Lacerda é uma outra arquitetura impressionante, de a bela Salvador. Antes de mais nada pode ser dito, ainda é um elevador que é utilizado pelo povo de Salvador para se deslocar entre Cidade Alta e Cidade Baixa por apenas US$ 0,15 reais.O elevador é muito útil para aceder rapidamente às market Model (cidade baixa) e a Praça da Sé (cidade alta).  Há muitas lojas disponíveis no ambiente e os vendedores de rua estão prontos para receber você na parte superior (que eu pessoalmente odiado em Salvador - eles podem ser muito ""persistente"" e, por vezes, intrusiva).";3.0;jun de 2014
